image_path,class,predicted_class,Mild_Demented,Moderate_Demented,Non_Demented,Very_Mild_Demented
Benchmark\Moderate_Demented\augmented_85_moderate_12.jpg,Moderate_Demented,Moderate_Demented,0.12848514046009604,0.5974966832959909,0.011176148232388702,0.2628420280115244
Benchmark\Very_Mild_Demented\augmented_207_verymild_1653.jpg,Very_Mild_Demented,Mild_Demented,0.42677865097891116,0.21719168407799913,0.010513400523666597,0.3455162644194231
Benchmark\Non_Demented\non_569.jpg,Non_Demented,Non_Demented,0.1088351730604882,0.04676353475300237,0.44139525323802975,0.4030060389484796
Benchmark\Mild_Demented\augmented_216_mild_326.jpg,Mild_Demented,Mild_Demented,0.5254552784795679,0.301777526573425,0.0071183493228989154,0.16564884562410825
Benchmark\Moderate_Demented\augmented_223_moderate_42.jpg,Moderate_Demented,Mild_Demented,0.3945819912447003,0.3199517795357468,0.007746966591712178,0.2777192626278408
Benchmark\Moderate_Demented\augmented_162_moderate_25.jpg,Moderate_Demented,Moderate_Demented,0.3055092267972197,0.5947131055526602,0.00575415350814098,0.09402351414197914
Benchmark\Non_Demented\non_571.jpg,Non_Demented,Non_Demented,0.03167854701173525,0.014652255833963436,0.8321752353809405,0.12149396177336072
Benchmark\Non_Demented\non_1253.jpg,Non_Demented,Non_Demented,0.04367316441697389,0.012040008356041847,0.6895089005251951,0.254777926701789
Benchmark\Mild_Demented\mild_253.jpg,Mild_Demented,Mild_Demented,0.5702741493044392,0.0170683655138998,0.1110457676496288,0.3016117175320323
Benchmark\Moderate_Demented\augmented_35_moderate_14.jpg,Moderate_Demented,Moderate_Demented,0.20695745897735313,0.6545619733100586,0.004991594480957589,0.13348897323163067
Benchmark\Mild_Demented\mild_113.jpg,Mild_Demented,Very_Mild_Demented,0.12832937504156694,0.0482541467216477,0.30129522418251053,0.5221212540542749
Benchmark\Moderate_Demented\augmented_94_moderate_38.jpg,Moderate_Demented,Moderate_Demented,0.14309519252829567,0.6958642821756849,0.015507347360977749,0.14553317793504167
Benchmark\Mild_Demented\augmented_258_mild_529.jpg,Mild_Demented,Mild_Demented,0.41960714192475373,0.2520254511758265,0.009709753631669347,0.31865765326775036
Benchmark\Very_Mild_Demented\augmented_195_verymild_2183.jpg,Very_Mild_Demented,Very_Mild_Demented,0.37916540715901126,0.1824000874473888,0.010830776185966177,0.42760372920763373
Benchmark\Very_Mild_Demented\verymild_291.jpg,Very_Mild_Demented,Very_Mild_Demented,0.08534729611480167,0.025816949275954397,0.35708002789582505,0.5317557267134189
Benchmark\Non_Demented\non_986.jpg,Non_Demented,Non_Demented,0.1661990951811806,0.02094806745831344,0.41208022282811174,0.40077261453239427
Benchmark\Non_Demented\non_174.jpg,Non_Demented,Very_Mild_Demented,0.30615529638922745,0.028930385505940362,0.2709784898925283,0.3939358282123039
Benchmark\Moderate_Demented\augmented_190_moderate_30.jpg,Moderate_Demented,Moderate_Demented,0.1787503588247755,0.762178138407121,0.003265429528963847,0.055806073239139664
Benchmark\Non_Demented\non_437.jpg,Non_Demented,Non_Demented,0.1943406901202905,0.029750664804623954,0.49459134316361364,0.281317301911472
Benchmark\Mild_Demented\mild_56.jpg,Mild_Demented,Non_Demented,0.08767738062589912,0.0299365988269143,0.5590174377976971,0.32336858274948954
Benchmark\Mild_Demented\augmented_21_mild_530.jpg,Mild_Demented,Mild_Demented,0.6364268275461004,0.1841215047914779,0.006447730580034341,0.1730039370823872
Benchmark\Non_Demented\non_1310.jpg,Non_Demented,Non_Demented,0.046252571524557105,0.012574852970132274,0.5808201922156977,0.3603523832896128
Benchmark\Moderate_Demented\augmented_41_moderate_38.jpg,Moderate_Demented,Moderate_Demented,0.16934918698574244,0.7050059463862544,0.004292411524738139,0.121352455103265
Benchmark\Very_Mild_Demented\augmented_131_verymild_1707.jpg,Very_Mild_Demented,Moderate_Demented,0.29346047646095585,0.3990784278714481,0.009053882860808323,0.2984072128067878
Benchmark\Mild_Demented\augmented_238_mild_737.jpg,Mild_Demented,Moderate_Demented,0.29411973265379476,0.5092512322043816,0.006699188311082736,0.18992984683074088
Benchmark\Non_Demented\non_482.jpg,Non_Demented,Very_Mild_Demented,0.17122431102431307,0.023627840280372812,0.3766240680729343,0.4285237806223797
Benchmark\Non_Demented\non_618.jpg,Non_Demented,Non_Demented,0.017346317033384615,0.008702645120872739,0.9158799422458631,0.05807109559987961
Benchmark\Moderate_Demented\augmented_118_moderate_24.jpg,Moderate_Demented,Moderate_Demented,0.39510913244916657,0.5370011545262846,0.005299150102007216,0.0625905629225417
Benchmark\Mild_Demented\augmented_204_mild_165.jpg,Mild_Demented,Mild_Demented,0.6596001411904134,0.10070396191556205,0.007937100437207932,0.2317587964568167
Benchmark\Very_Mild_Demented\verymild_1974.jpg,Very_Mild_Demented,Very_Mild_Demented,0.13225556640293912,0.026245258495338788,0.24094176458381072,0.6005574105179113
Benchmark\Very_Mild_Demented\verymild_1573.jpg,Very_Mild_Demented,Very_Mild_Demented,0.09111204591213475,0.013380635485086216,0.15040204703249604,0.7451052715702832
Benchmark\Very_Mild_Demented\verymild_713.jpg,Very_Mild_Demented,Very_Mild_Demented,0.18830297545365635,0.03615602988986969,0.29996166352793385,0.47557933112854023
Benchmark\Very_Mild_Demented\verymild_1719.jpg,Very_Mild_Demented,Very_Mild_Demented,0.05289990917355984,0.020037828272489296,0.3337904140865438,0.593271848467407
Benchmark\Mild_Demented\mild_673.jpg,Mild_Demented,Mild_Demented,0.5214562600887802,0.030403837907918778,0.13294333167815822,0.3151965703251429
Benchmark\Mild_Demented\augmented_249_mild_589.jpg,Mild_Demented,Mild_Demented,0.4831967916495103,0.3158642837399507,0.006622570068360714,0.19431635454217833
Benchmark\Non_Demented\non_2949.jpg,Non_Demented,Non_Demented,0.24455850736758078,0.015468869739205056,0.5191354453869985,0.22083717750621557
Benchmark\Very_Mild_Demented\augmented_35_verymild_142.jpg,Very_Mild_Demented,Very_Mild_Demented,0.22897944409549462,0.2780583004741377,0.011770758175088658,0.48119149725527904
Benchmark\Very_Mild_Demented\augmented_68_verymild_1578.jpg,Very_Mild_Demented,Very_Mild_Demented,0.287350887417619,0.13310131103677977,0.007845025384224151,0.5717027761613771
Benchmark\Mild_Demented\augmented_66_mild_3.jpg,Mild_Demented,Mild_Demented,0.47988770527951613,0.21542320359760372,0.008007617566208358,0.29668147355667174
Benchmark\Moderate_Demented\augmented_238_moderate_58.jpg,Moderate_Demented,Moderate_Demented,0.14025201654185662,0.6434479301983235,0.0067795151815902704,0.20952053807822954
Benchmark\Moderate_Demented\augmented_176_moderate_53.jpg,Moderate_Demented,Moderate_Demented,0.3057915499236808,0.5672687124675162,0.008498905827046092,0.11844083178175693
Benchmark\Very_Mild_Demented\verymild_824.jpg,Very_Mild_Demented,Very_Mild_Demented,0.13767807469409596,0.019267873094350723,0.3233058338583267,0.5197482183532267
Benchmark\Mild_Demented\augmented_129_mild_154.jpg,Mild_Demented,Mild_Demented,0.4003159267599369,0.28752101919830064,0.010820295471776157,0.3013427585699863
Benchmark\Non_Demented\non_3053.jpg,Non_Demented,Non_Demented,0.03101756389038309,0.006957206482548385,0.8314920841454504,0.13053314548161804
Benchmark\Very_Mild_Demented\verymild_2024.jpg,Very_Mild_Demented,Very_Mild_Demented,0.21455292964128853,0.02917483540521998,0.3063442973926054,0.44992793756088606
Benchmark\Non_Demented\non_1299.jpg,Non_Demented,Non_Demented,0.021458182945799324,0.006158483874420687,0.8703336759371977,0.10204965724258215
Benchmark\Non_Demented\non_3118.jpg,Non_Demented,Non_Demented,0.07204250533011777,0.020521045261265403,0.7046259115452387,0.2028105378633781
Benchmark\Very_Mild_Demented\verymild_119.jpg,Very_Mild_Demented,Non_Demented,0.09249134520925306,0.03628286686993562,0.5362552443082697,0.33497054361254164
Benchmark\Mild_Demented\augmented_66_mild_757.jpg,Mild_Demented,Mild_Demented,0.36814712162535707,0.3523517170934077,0.007412528626110412,0.2720886326551249
Benchmark\Moderate_Demented\augmented_93_moderate_32.jpg,Moderate_Demented,Moderate_Demented,0.13173884132834698,0.7746371157497658,0.01760317645011516,0.07602086647177195
Benchmark\Very_Mild_Demented\augmented_146_verymild_1944.jpg,Very_Mild_Demented,Very_Mild_Demented,0.19179800093707358,0.18969204361970626,0.011362685051394728,0.6071472703918255
Benchmark\Mild_Demented\augmented_168_mild_312.jpg,Mild_Demented,Mild_Demented,0.49699459037011373,0.4119567533459474,0.00505564950856389,0.08599300677537502
Benchmark\Non_Demented\non_2577.jpg,Non_Demented,Non_Demented,0.050319820522606175,0.01702886350916128,0.6363635954423572,0.29628772052587526
Benchmark\Mild_Demented\augmented_50_mild_475.jpg,Mild_Demented,Mild_Demented,0.5618781005671645,0.13450595390564807,0.008022113655552316,0.2955938318716352
Benchmark\Very_Mild_Demented\verymild_494.jpg,Very_Mild_Demented,Non_Demented,0.10368062037349879,0.01710997070122833,0.5092938745861305,0.3699155343391423
Benchmark\Non_Demented\non_818.jpg,Non_Demented,Non_Demented,0.031157826604401213,0.006667041850558257,0.8223550037431281,0.13982012780191239
Benchmark\Moderate_Demented\augmented_31_moderate_42.jpg,Moderate_Demented,Moderate_Demented,0.1977913620166615,0.5842224903689878,0.005899192730509568,0.21208695488384124
Benchmark\Moderate_Demented\augmented_140_moderate_51.jpg,Moderate_Demented,Moderate_Demented,0.1579271955363694,0.6778007225872856,0.00470222574694206,0.15956985612940291
Benchmark\Very_Mild_Demented\augmented_63_verymild_273.jpg,Very_Mild_Demented,Moderate_Demented,0.25027306657966525,0.4675728432715133,0.005525776487232156,0.2766283136615894
Benchmark\Very_Mild_Demented\verymild_781.jpg,Very_Mild_Demented,Very_Mild_Demented,0.28106476944754216,0.018634936977493587,0.12275037489194028,0.5775499186830239
Benchmark\Very_Mild_Demented\augmented_140_verymild_1934.jpg,Very_Mild_Demented,Moderate_Demented,0.12643931891072702,0.6932089102095296,0.0046928848747888816,0.17565888600495444
Benchmark\Very_Mild_Demented\verymild_2052.jpg,Very_Mild_Demented,Very_Mild_Demented,0.06636889394708695,0.019104778307093218,0.3100600768067256,0.6044662509390943
Benchmark\Mild_Demented\augmented_55_mild_707.jpg,Mild_Demented,Mild_Demented,0.35850941991825674,0.34547596844810796,0.00978079092009887,0.2862338207135365
Benchmark\Moderate_Demented\augmented_78_moderate_35.jpg,Moderate_Demented,Moderate_Demented,0.23195470906566104,0.6692772260262005,0.005159617945198416,0.09360844696293986
Benchmark\Moderate_Demented\augmented_41_moderate_49.jpg,Moderate_Demented,Moderate_Demented,0.2476887379908542,0.5164120790798429,0.007427806241256686,0.22847137668804637
Benchmark\Moderate_Demented\augmented_140_moderate_34.jpg,Moderate_Demented,Moderate_Demented,0.18296493271783007,0.7024518404037123,0.0037973513575078823,0.11078587552094979
Benchmark\Very_Mild_Demented\verymild_667.jpg,Very_Mild_Demented,Very_Mild_Demented,0.0990486722247693,0.030107254619599445,0.28113104515134374,0.5897130280042875
Benchmark\Moderate_Demented\augmented_247_moderate_34.jpg,Moderate_Demented,Moderate_Demented,0.17393877662663687,0.5988698888205336,0.0055199530728586976,0.2216713814799708
Benchmark\Very_Mild_Demented\verymild_2210.jpg,Very_Mild_Demented,Very_Mild_Demented,0.12373460875133924,0.021973447440283234,0.3573070901592524,0.4969848536491251
Benchmark\Moderate_Demented\augmented_116_moderate_34.jpg,Moderate_Demented,Moderate_Demented,0.27990289071333996,0.5200480270450045,0.007127581391311311,0.19292150085034399
Benchmark\Mild_Demented\augmented_103_mild_389.jpg,Mild_Demented,Mild_Demented,0.5220754971006321,0.23283145041920342,0.017042647472411125,0.2280504050077534
Benchmark\Non_Demented\non_771.jpg,Non_Demented,Non_Demented,0.04940319799391715,0.010601464547727759,0.7310652561384022,0.20893008131995272
Benchmark\Mild_Demented\augmented_114_mild_403.jpg,Mild_Demented,Mild_Demented,0.4266786813983588,0.39255071094176,0.008358536083375237,0.17241207157650582
Benchmark\Moderate_Demented\augmented_167_moderate_40.jpg,Moderate_Demented,Moderate_Demented,0.19340000401284155,0.6171214554616057,0.005871922437067401,0.18360661808848527
Benchmark\Non_Demented\non_2557.jpg,Non_Demented,Non_Demented,0.07165392527475643,0.015300819504769553,0.7098096538215627,0.2032356013989113
Benchmark\Very_Mild_Demented\verymild_1171.jpg,Very_Mild_Demented,Very_Mild_Demented,0.15043140935009122,0.02384573698188322,0.18739553602995881,0.6383273176380667
Benchmark\Very_Mild_Demented\augmented_6_verymild_173.jpg,Very_Mild_Demented,Very_Mild_Demented,0.18697226248670454,0.30673436227470197,0.011864331426050503,0.4944290438125431
Benchmark\Non_Demented\non_772.jpg,Non_Demented,Very_Mild_Demented,0.12869980499933267,0.020584315218568794,0.4239452960249306,0.42677058375716775
Benchmark\Moderate_Demented\augmented_175_moderate_16.jpg,Moderate_Demented,Moderate_Demented,0.2622601095492786,0.5856863516479719,0.015933878915445763,0.13611965988730393
Benchmark\Very_Mild_Demented\verymild_948.jpg,Very_Mild_Demented,Very_Mild_Demented,0.10187114674272418,0.013679355281672674,0.3108163415946263,0.5736331563809769
Benchmark\Mild_Demented\augmented_93_mild_117.jpg,Mild_Demented,Mild_Demented,0.5123767908971374,0.0973447147965363,0.0208216955584549,0.36945679874787135
Benchmark\Non_Demented\non_1609.jpg,Non_Demented,Non_Demented,0.04032112829921915,0.010114175637924772,0.6941816333550621,0.25538306270779393
Benchmark\Moderate_Demented\augmented_216_moderate_55.jpg,Moderate_Demented,Moderate_Demented,0.16443888640588541,0.6808679885407888,0.00522396968171538,0.14946915537161048
Benchmark\Moderate_Demented\augmented_155_moderate_28.jpg,Moderate_Demented,Moderate_Demented,0.1801233673123565,0.7498896300951639,0.003931533250233328,0.06605546934224628
Benchmark\Non_Demented\non_20.jpg,Non_Demented,Non_Demented,0.07637686895610572,0.01907969764372707,0.5931384075593503,0.31140502584081675
Benchmark\Moderate_Demented\augmented_44_moderate_13.jpg,Moderate_Demented,Moderate_Demented,0.3354833842520833,0.6031119220197607,0.0044912338893036575,0.056913459838852425
Benchmark\Mild_Demented\augmented_2_mild_597.jpg,Mild_Demented,Mild_Demented,0.6538229767866474,0.12431957445176496,0.012512505912863672,0.20934494284872376
Benchmark\Mild_Demented\augmented_198_mild_723.jpg,Mild_Demented,Mild_Demented,0.7666894196550449,0.09324092877156437,0.007440247708701708,0.13262940386468905
Benchmark\Non_Demented\non_2995.jpg,Non_Demented,Very_Mild_Demented,0.1116890677553754,0.023957667702690574,0.41024217346074465,0.45411109108118947
Benchmark\Very_Mild_Demented\augmented_234_verymild_1450.jpg,Very_Mild_Demented,Mild_Demented,0.38393199270559086,0.32260987343770886,0.00859185544592429,0.284866278410776
Benchmark\Mild_Demented\mild_236.jpg,Mild_Demented,Mild_Demented,0.6078542998103809,0.013952091470931216,0.03986199422877182,0.33833161448991594
Benchmark\Mild_Demented\augmented_104_mild_765.jpg,Mild_Demented,Moderate_Demented,0.3843156252718823,0.4568689522039901,0.00798148682710985,0.15083393569701753
Benchmark\Moderate_Demented\augmented_227_moderate.jpg,Moderate_Demented,Moderate_Demented,0.16796013565455814,0.6421169144922753,0.0057292610948942915,0.18419368875827238
Benchmark\Moderate_Demented\augmented_115_moderate_45.jpg,Moderate_Demented,Moderate_Demented,0.29808074222725983,0.541654074144619,0.00655080196420799,0.15371438166391305
Benchmark\Mild_Demented\augmented_193_mild_11.jpg,Mild_Demented,Mild_Demented,0.4270868434233522,0.3059595753736705,0.008477713470420409,0.258475867732557
Benchmark\Moderate_Demented\augmented_16_moderate_18.jpg,Moderate_Demented,Moderate_Demented,0.2890232578030221,0.5717680927505382,0.006330766411185528,0.13287788303525402
Benchmark\Mild_Demented\augmented_46_mild_457.jpg,Mild_Demented,Mild_Demented,0.6629536560886881,0.20686719983257199,0.006661820850474928,0.12351732322826521
Benchmark\Very_Mild_Demented\verymild_2195.jpg,Very_Mild_Demented,Very_Mild_Demented,0.23594331409730576,0.014743879377252519,0.1138350376321513,0.6354777688932906
Benchmark\Non_Demented\non_1968.jpg,Non_Demented,Non_Demented,0.00632885937041959,0.0020376972154423256,0.9650407317021317,0.026592711712006518
Benchmark\Very_Mild_Demented\verymild_1716.jpg,Very_Mild_Demented,Very_Mild_Demented,0.1227644685833207,0.007149821565848459,0.00771208663121679,0.8623736232196141
Benchmark\Mild_Demented\augmented_179_mild_714.jpg,Mild_Demented,Very_Mild_Demented,0.2651118070972492,0.3254625604974078,0.07401761135999553,0.3354080210453475
Benchmark\Mild_Demented\augmented_25_mild_527.jpg,Mild_Demented,Mild_Demented,0.5545023666995345,0.12634658368231913,0.005634745858030019,0.3135163037601165
Benchmark\Mild_Demented\mild_312.jpg,Mild_Demented,Very_Mild_Demented,0.2607385692728662,0.02783177762541295,0.1556510301425348,0.555778622959186
Benchmark\Mild_Demented\augmented_197_mild.jpg,Mild_Demented,Very_Mild_Demented,0.30583965222344245,0.31808715787264463,0.007901651665473956,0.368171538238439
Benchmark\Non_Demented\non_700.jpg,Non_Demented,Non_Demented,0.04517549796164152,0.010047689151070552,0.6703580280671136,0.27441878482017434
Benchmark\Non_Demented\non_3186.jpg,Non_Demented,Non_Demented,0.036129437889303354,0.011727682728699442,0.7992296901522483,0.15291318922974892
Benchmark\Very_Mild_Demented\verymild_1661.jpg,Very_Mild_Demented,Very_Mild_Demented,0.12062236249568331,0.017071975163306153,0.1582921977365053,0.7040134646045052
Benchmark\Non_Demented\non_2029.jpg,Non_Demented,Non_Demented,0.004685937701548254,0.0015688870512961537,0.9705146870413452,0.023230488205810466
Benchmark\Non_Demented\non_2295.jpg,Non_Demented,Non_Demented,0.26005197857635987,0.015007618891689981,0.5396812290947219,0.18525917343722814
Benchmark\Non_Demented\non_2820.jpg,Non_Demented,Non_Demented,0.0277167979091509,0.00703385642585935,0.8380806340308001,0.1271687116341896
Benchmark\Non_Demented\non_1221.jpg,Non_Demented,Non_Demented,0.05936434906327519,0.017842863412325057,0.6584331619414595,0.2643596255829403
Benchmark\Very_Mild_Demented\verymild_1269.jpg,Very_Mild_Demented,Non_Demented,0.03778581787204146,0.00927463218062909,0.660443603627931,0.2924959463193984
Benchmark\Mild_Demented\augmented_170_mild_19.jpg,Mild_Demented,Mild_Demented,0.3875147006053812,0.2821367164863479,0.00781136692649325,0.32253721598177765
Benchmark\Non_Demented\non_2341.jpg,Non_Demented,Non_Demented,0.11440955428175928,0.015007442120167101,0.6030087863142651,0.2675742172838085
Benchmark\Mild_Demented\augmented_6_mild_450.jpg,Mild_Demented,Mild_Demented,0.4921396258880669,0.24109364116329884,0.01642204703307888,0.25034468591555514
Benchmark\Moderate_Demented\augmented_27_moderate_60.jpg,Moderate_Demented,Moderate_Demented,0.13450879446187303,0.6692918187885192,0.006242191765563751,0.18995719498404404
Benchmark\Moderate_Demented\augmented_61_moderate_20.jpg,Moderate_Demented,Moderate_Demented,0.18354309933236737,0.7405853923412404,0.005448369492036841,0.0704231388343553
Benchmark\Mild_Demented\augmented_33_mild_626.jpg,Mild_Demented,Very_Mild_Demented,0.30872724983344185,0.2292905906651268,0.008622301858805482,0.4533598576426259
Benchmark\Moderate_Demented\augmented_41_moderate_48.jpg,Moderate_Demented,Moderate_Demented,0.28102406447184947,0.42756881275181796,0.0068062520130772325,0.28460087076325524
Benchmark\Non_Demented\non_1300.jpg,Non_Demented,Very_Mild_Demented,0.17987223222366647,0.021285143600541134,0.3064201195549468,0.4924225046208454
Benchmark\Mild_Demented\augmented_249_mild_576.jpg,Mild_Demented,Mild_Demented,0.46350196803635635,0.4278019833732243,0.00630609070371536,0.102389957886704
Benchmark\Very_Mild_Demented\verymild_189.jpg,Very_Mild_Demented,Non_Demented,0.08161515346496093,0.029886607521699908,0.5572836082860962,0.3312146307272428
Benchmark\Moderate_Demented\augmented_211_moderate_50.jpg,Moderate_Demented,Moderate_Demented,0.10160820863640233,0.7627898787272561,0.0038280868968639816,0.13177382573947763
Benchmark\Mild_Demented\augmented_35_mild_547.jpg,Mild_Demented,Mild_Demented,0.5265901256599936,0.1964769008971083,0.008187604415837574,0.2687453690270605
Benchmark\Non_Demented\non_674.jpg,Non_Demented,Non_Demented,0.03438797522990679,0.007545396603298153,0.8381357693540595,0.11993085881273573
Benchmark\Non_Demented\non_1034.jpg,Non_Demented,Non_Demented,0.09531422779871022,0.015727985379141704,0.6208463309676774,0.2681114558544707
Benchmark\Very_Mild_Demented\verymild_1733.jpg,Very_Mild_Demented,Very_Mild_Demented,0.10015323292593972,0.017387579340204087,0.09325810510564744,0.7892010826282089
Benchmark\Mild_Demented\augmented_26_mild_798.jpg,Mild_Demented,Moderate_Demented,0.3205927415683041,0.44944930104977654,0.007190197349423912,0.2227677600324954
Benchmark\Very_Mild_Demented\augmented_166_verymild_1043.jpg,Very_Mild_Demented,Mild_Demented,0.6788059444059338,0.16218125562666016,0.006596352161428233,0.15241644780597766
Benchmark\Mild_Demented\augmented_104_mild_44.jpg,Mild_Demented,Mild_Demented,0.4491928619193699,0.24460017482159316,0.007824873935971099,0.29838208932306587
Benchmark\Moderate_Demented\augmented_165_moderate_11.jpg,Moderate_Demented,Moderate_Demented,0.2648724234175698,0.3941836140207309,0.0112833662737382,0.3296605962879613
Benchmark\Non_Demented\non_634.jpg,Non_Demented,Non_Demented,0.08013261529114835,0.028588848200584608,0.5379816106126228,0.3532969258956442
Benchmark\Non_Demented\non_1795.jpg,Non_Demented,Non_Demented,0.2786993160746779,0.017668849480780204,0.4486777425290672,0.25495409191547463
Benchmark\Moderate_Demented\augmented_154_moderate_57.jpg,Moderate_Demented,Moderate_Demented,0.16036480720016183,0.5103782766912546,0.007354093380869638,0.321902822727714
Benchmark\Mild_Demented\augmented_132_mild_266.jpg,Mild_Demented,Moderate_Demented,0.3958853025010984,0.5268947151126879,0.0037522371260966005,0.07346774526011707
Benchmark\Very_Mild_Demented\verymild_1992.jpg,Very_Mild_Demented,Non_Demented,0.09232406746398521,0.019302219364946936,0.5326046297599315,0.35576908341113617
Benchmark\Very_Mild_Demented\augmented_221_verymild_417.jpg,Very_Mild_Demented,Mild_Demented,0.4258542288786736,0.2346772209560198,0.011495629522238789,0.3279729206430678
Benchmark\Mild_Demented\mild_208.jpg,Mild_Demented,Very_Mild_Demented,0.3743368046674274,0.02103682347827793,0.07094402879531571,0.533682343058979
Benchmark\Non_Demented\non_2485.jpg,Non_Demented,Non_Demented,0.2059117048962245,0.022332619483248956,0.4265182628801137,0.3452374127404129
Benchmark\Mild_Demented\augmented_36_mild_684.jpg,Mild_Demented,Moderate_Demented,0.303246619528514,0.5636571514293908,0.005276319151729865,0.12781990989036543
Benchmark\Very_Mild_Demented\augmented_134_verymild_2230.jpg,Very_Mild_Demented,Very_Mild_Demented,0.27204095670999245,0.3115174117561463,0.006956821420211802,0.40948481011364957
Benchmark\Mild_Demented\augmented_237_mild_564.jpg,Mild_Demented,Moderate_Demented,0.25531315826509554,0.39337644013163026,0.008643426185542364,0.34266697541773194
Benchmark\Non_Demented\non_2704.jpg,Non_Demented,Non_Demented,0.027729951494990766,0.011144931909283349,0.8779839612225947,0.08314115537313135
Benchmark\Mild_Demented\augmented_207_mild_74.jpg,Mild_Demented,Mild_Demented,0.49793057691094217,0.22758467950542016,0.008758763158811987,0.26572598042482587
Benchmark\Very_Mild_Demented\verymild_1295.jpg,Very_Mild_Demented,Very_Mild_Demented,0.11268880053965977,0.025308652469649102,0.07618834757511984,0.7858141994155712
Benchmark\Moderate_Demented\augmented_96_moderate_13.jpg,Moderate_Demented,Mild_Demented,0.47433545254785237,0.43743326648659053,0.009113573489932286,0.07911770747562477
Benchmark\Mild_Demented\augmented_45_mild_431.jpg,Mild_Demented,Mild_Demented,0.5844052383318008,0.25646255771096443,0.006340785982283279,0.1527914179749515
