image_path,class,Non_Demented,Very_Mild_Demented,Mild_Demented,Moderate_Demented,Max_Confidence,Max_Confidence_Class
Benchmark\Very_Mild_Demented\augmented_131_verymild_1707.jpg,Very_Mild_Demented,0.0015925628831610084,0.008044658228754997,0.9877153038978577,0.002647406654432416,0.9877153038978577,Mild_Demented
Benchmark\Mild_Demented\augmented_238_mild_737.jpg,Mild_Demented,0.001616117195226252,0.005867848638445139,0.9913915395736694,0.0011245530331507325,0.9913915395736694,Mild_Demented
Benchmark\Non_Demented\non_482.jpg,Non_Demented,0.9937601685523987,0.0018489682115614414,0.0023242593742907047,0.0020665954798460007,0.9937601685523987,Non_Demented
Benchmark\Non_Demented\non_618.jpg,Non_Demented,0.994174063205719,0.0021994297858327627,0.001712978002615273,0.001913567422889173,0.994174063205719,Non_Demented
Benchmark\Moderate_Demented\augmented_118_moderate_24.jpg,Moderate_Demented,0.0007015822920948267,0.0005803630338050425,0.0007628116873092949,0.997955322265625,0.997955322265625,Moderate_Demented
Benchmark\Mild_Demented\augmented_204_mild_165.jpg,Mild_Demented,0.0011570644564926624,0.005789401475340128,0.9913575649261475,0.0016960110515356064,0.9913575649261475,Mild_Demented
Benchmark\Very_Mild_Demented\verymild_1974.jpg,Very_Mild_Demented,0.005646355915814638,0.9901798963546753,0.0023541138507425785,0.0018196437740698457,0.9901798963546753,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_1573.jpg,Very_Mild_Demented,0.007495699916034937,0.9878028035163879,0.0019980717916041613,0.002703427104279399,0.9878028035163879,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_713.jpg,Very_Mild_Demented,0.008249313570559025,0.9871159195899963,0.002265350893139839,0.002369403373450041,0.9871159195899963,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_1719.jpg,Very_Mild_Demented,0.005418579559773207,0.9905890226364136,0.0022340090945363045,0.0017584230517968535,0.9905890226364136,Very_Mild_Demented
Benchmark\Mild_Demented\mild_673.jpg,Mild_Demented,0.0038246659096330404,0.0027453226502984762,0.9919275045394897,0.001502466038800776,0.9919275045394897,Mild_Demented
Benchmark\Mild_Demented\augmented_249_mild_589.jpg,Mild_Demented,0.0011921453988179564,0.009089387021958828,0.9886160492897034,0.0011023428523913026,0.9886160492897034,Mild_Demented
Benchmark\Non_Demented\non_2949.jpg,Non_Demented,0.9880555272102356,0.0028856091666966677,0.006499246694147587,0.0025595990009605885,0.9880555272102356,Non_Demented
Benchmark\Very_Mild_Demented\augmented_35_verymild_142.jpg,Very_Mild_Demented,0.0025535973254591227,0.983660101890564,0.0065381815657019615,0.007248186506330967,0.983660101890564,Very_Mild_Demented
Benchmark\Very_Mild_Demented\augmented_68_verymild_1578.jpg,Very_Mild_Demented,0.003084778320044279,0.9916553497314453,0.0028826026245951653,0.0023772187996655703,0.9916553497314453,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_66_mild_3.jpg,Mild_Demented,0.0020038499496877193,0.0027501785662025213,0.993133008480072,0.0021129115484654903,0.993133008480072,Mild_Demented
Benchmark\Moderate_Demented\augmented_238_moderate_58.jpg,Moderate_Demented,0.0012042602756991982,0.006223966367542744,0.0009325903374701738,0.9916391968727112,0.9916391968727112,Moderate_Demented
Benchmark\Moderate_Demented\augmented_176_moderate_53.jpg,Moderate_Demented,0.0013604945270344615,0.0006482780445367098,0.0005825456464663148,0.9974088072776794,0.9974088072776794,Moderate_Demented
Benchmark\Very_Mild_Demented\verymild_824.jpg,Very_Mild_Demented,0.04397156462073326,0.9499549865722656,0.003292560111731291,0.002780881244689226,0.9499549865722656,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_129_mild_154.jpg,Mild_Demented,0.0020196998957544565,0.9601803421974182,0.03611381724476814,0.001686074654571712,0.9601803421974182,Very_Mild_Demented
Benchmark\Non_Demented\non_3053.jpg,Non_Demented,0.9896320104598999,0.005980462767183781,0.0016218364471569657,0.0027657109312713146,0.9896320104598999,Non_Demented
Benchmark\Very_Mild_Demented\verymild_2024.jpg,Very_Mild_Demented,0.006705606821924448,0.9889804124832153,0.0017894419142976403,0.002524502109736204,0.9889804124832153,Very_Mild_Demented
Benchmark\Non_Demented\non_1299.jpg,Non_Demented,0.991262674331665,0.0059563228860497475,0.0012627711985260248,0.0015181691851466894,0.991262674331665,Non_Demented
Benchmark\Non_Demented\non_3118.jpg,Non_Demented,0.9824793338775635,0.013855601660907269,0.0018918007845059037,0.001773236901499331,0.9824793338775635,Non_Demented
Benchmark\Very_Mild_Demented\verymild_119.jpg,Very_Mild_Demented,0.0057485634461045265,0.9893620610237122,0.0022868667729198933,0.0026025217957794666,0.9893620610237122,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_66_mild_757.jpg,Mild_Demented,0.0015595030272379518,0.03738703578710556,0.9600021243095398,0.0010514018358662724,0.9600021243095398,Mild_Demented
Benchmark\Moderate_Demented\augmented_93_moderate_32.jpg,Moderate_Demented,0.0007058620103634894,0.0005951015627942979,0.0006889139767736197,0.9980100989341736,0.9980100989341736,Moderate_Demented
Benchmark\Very_Mild_Demented\augmented_146_verymild_1944.jpg,Very_Mild_Demented,0.0025146061088889837,0.9920216202735901,0.0034632596652954817,0.0020005283877253532,0.9920216202735901,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_168_mild_312.jpg,Mild_Demented,0.001661378424614668,0.0020102595444768667,0.9936385750770569,0.002689728047698736,0.9936385750770569,Mild_Demented
Benchmark\Non_Demented\non_2577.jpg,Non_Demented,0.9912986159324646,0.006315289530903101,0.0010225214064121246,0.0013634891947731376,0.9912986159324646,Non_Demented
Benchmark\Mild_Demented\augmented_50_mild_475.jpg,Mild_Demented,0.001371554913930595,0.002666026819497347,0.9940051436424255,0.0019572905730456114,0.9940051436424255,Mild_Demented
Benchmark\Very_Mild_Demented\verymild_494.jpg,Very_Mild_Demented,0.035980045795440674,0.9573835134506226,0.005568817723542452,0.001067599980160594,0.9573835134506226,Very_Mild_Demented
Benchmark\Non_Demented\non_818.jpg,Non_Demented,0.9939078092575073,0.002374488627538085,0.0015291169984266162,0.0021885153837502003,0.9939078092575073,Non_Demented
Benchmark\Moderate_Demented\augmented_31_moderate_42.jpg,Moderate_Demented,0.0007794712437316775,0.0006741532706655562,0.0007989781443029642,0.9977474808692932,0.9977474808692932,Moderate_Demented
Benchmark\Moderate_Demented\augmented_140_moderate_51.jpg,Moderate_Demented,0.026139967143535614,0.006586423609405756,0.01306302659213543,0.954210638999939,0.954210638999939,Moderate_Demented
Benchmark\Very_Mild_Demented\augmented_63_verymild_273.jpg,Very_Mild_Demented,0.002141115954145789,0.973993182182312,0.022779706865549088,0.0010860331822186708,0.973993182182312,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_781.jpg,Very_Mild_Demented,0.004628332331776619,0.989605188369751,0.00343894655816257,0.0023275024723261595,0.989605188369751,Very_Mild_Demented
Benchmark\Very_Mild_Demented\augmented_140_verymild_1934.jpg,Very_Mild_Demented,0.0015735030174255371,0.976093053817749,0.018710633739829063,0.003622841788455844,0.976093053817749,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_2052.jpg,Very_Mild_Demented,0.07499228417873383,0.9215314984321594,0.001747623085975647,0.0017286272486671805,0.9215314984321594,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_55_mild_707.jpg,Mild_Demented,0.0019136632326990366,0.0059375399723649025,0.9909646511077881,0.0011842044768854976,0.9909646511077881,Mild_Demented
Benchmark\Moderate_Demented\augmented_78_moderate_35.jpg,Moderate_Demented,0.0007460722117684782,0.0007518322672694921,0.0006582431960850954,0.997843861579895,0.997843861579895,Moderate_Demented
Benchmark\Moderate_Demented\augmented_41_moderate_49.jpg,Moderate_Demented,0.0009187443647533655,0.0008547613979317248,0.0006947785732336342,0.9975316524505615,0.9975316524505615,Moderate_Demented
Benchmark\Moderate_Demented\augmented_140_moderate_34.jpg,Moderate_Demented,0.0006520012975670397,0.0005954031366854906,0.0009346370352432132,0.9978179931640625,0.9978179931640625,Moderate_Demented
Benchmark\Very_Mild_Demented\verymild_667.jpg,Very_Mild_Demented,0.003687413642182946,0.989560604095459,0.0052820369601249695,0.0014700005995109677,0.989560604095459,Very_Mild_Demented
Benchmark\Moderate_Demented\augmented_247_moderate_34.jpg,Moderate_Demented,0.0006432589143514633,0.0008228450315073133,0.0006531158578582108,0.9978808164596558,0.9978808164596558,Moderate_Demented
Benchmark\Very_Mild_Demented\verymild_2210.jpg,Very_Mild_Demented,0.009276503697037697,0.9867788553237915,0.0023991030175238848,0.0015455702086910605,0.9867788553237915,Very_Mild_Demented
Benchmark\Moderate_Demented\augmented_116_moderate_34.jpg,Moderate_Demented,0.0006896652630530298,0.0007294462411664426,0.0007168822921812534,0.9978639483451843,0.9978639483451843,Moderate_Demented
Benchmark\Mild_Demented\augmented_103_mild_389.jpg,Mild_Demented,0.0014203990576788783,0.0034909751266241074,0.9937279224395752,0.0013608165318146348,0.9937279224395752,Mild_Demented
Benchmark\Non_Demented\non_771.jpg,Non_Demented,0.8673815131187439,0.12619997560977936,0.0051649631932377815,0.0012536314316093922,0.8673815131187439,Non_Demented
Benchmark\Mild_Demented\augmented_114_mild_403.jpg,Mild_Demented,0.0014238235307857394,0.0024016874376684427,0.9927391409873962,0.0034353570081293583,0.9927391409873962,Mild_Demented
Benchmark\Moderate_Demented\augmented_167_moderate_40.jpg,Moderate_Demented,0.0007483575609512627,0.0007089636055752635,0.0005731291021220386,0.9979695677757263,0.9979695677757263,Moderate_Demented
Benchmark\Non_Demented\non_2557.jpg,Non_Demented,0.0966205969452858,0.8984928727149963,0.00323766958899796,0.0016489059198647738,0.8984928727149963,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_1171.jpg,Very_Mild_Demented,0.4421568512916565,0.534416675567627,0.018898505717515945,0.0045279995538294315,0.534416675567627,Very_Mild_Demented
Benchmark\Very_Mild_Demented\augmented_6_verymild_173.jpg,Very_Mild_Demented,0.004889658186584711,0.9901865720748901,0.0032770417165011168,0.0016467788955196738,0.9901865720748901,Very_Mild_Demented
Benchmark\Non_Demented\non_772.jpg,Non_Demented,0.9815726280212402,0.014093361794948578,0.0032168859615921974,0.0011171010555699468,0.9815726280212402,Non_Demented
Benchmark\Moderate_Demented\augmented_175_moderate_16.jpg,Moderate_Demented,0.0006475169793702662,0.0005256745498627424,0.0009372677304781973,0.9978895783424377,0.9978895783424377,Moderate_Demented
Benchmark\Very_Mild_Demented\verymild_948.jpg,Very_Mild_Demented,0.004189965780824423,0.9905795454978943,0.0029691096860915422,0.0022614230401813984,0.9905795454978943,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_93_mild_117.jpg,Mild_Demented,0.0013180357636883855,0.0037866488564759493,0.9930614829063416,0.001833772286772728,0.9930614829063416,Mild_Demented
Benchmark\Non_Demented\non_1609.jpg,Non_Demented,0.9910399317741394,0.0023575150407850742,0.0044363574124872684,0.0021662325598299503,0.9910399317741394,Non_Demented
Benchmark\Moderate_Demented\augmented_216_moderate_55.jpg,Moderate_Demented,0.0007473003352060914,0.0006006342591717839,0.0010534393368288875,0.9975985884666443,0.9975985884666443,Moderate_Demented
Benchmark\Moderate_Demented\augmented_155_moderate_28.jpg,Moderate_Demented,0.0007200214313343167,0.0005431929021142423,0.0007567563443444669,0.9979800581932068,0.9979800581932068,Moderate_Demented
Benchmark\Non_Demented\non_20.jpg,Non_Demented,0.13852010667324066,0.8570401668548584,0.002143953461199999,0.0022958177141845226,0.8570401668548584,Very_Mild_Demented
Benchmark\Moderate_Demented\augmented_44_moderate_13.jpg,Moderate_Demented,0.0006775610963813961,0.0007476166356354952,0.0014853846514597535,0.9970894455909729,0.9970894455909729,Moderate_Demented
Benchmark\Mild_Demented\augmented_2_mild_597.jpg,Mild_Demented,0.002597135491669178,0.001766868052072823,0.9923126101493835,0.003323396435007453,0.9923126101493835,Mild_Demented
Benchmark\Mild_Demented\augmented_198_mild_723.jpg,Mild_Demented,0.0019040409242734313,0.0017650777008384466,0.9932716488838196,0.0030593122355639935,0.9932716488838196,Mild_Demented
Benchmark\Non_Demented\non_2995.jpg,Non_Demented,0.990047812461853,0.003916342277079821,0.0044035958126187325,0.0016321842558681965,0.990047812461853,Non_Demented
Benchmark\Very_Mild_Demented\augmented_234_verymild_1450.jpg,Very_Mild_Demented,0.0020235306583344936,0.9810660481452942,0.01581505499780178,0.0010953875025734305,0.9810660481452942,Very_Mild_Demented
Benchmark\Mild_Demented\mild_236.jpg,Mild_Demented,0.000997487106360495,0.030734065920114517,0.9664368629455566,0.0018315828638151288,0.9664368629455566,Mild_Demented
Benchmark\Mild_Demented\augmented_104_mild_765.jpg,Mild_Demented,0.0016887614037841558,0.002307072514668107,0.993729829788208,0.0022743381559848785,0.993729829788208,Mild_Demented
Benchmark\Moderate_Demented\augmented_227_moderate.jpg,Moderate_Demented,0.0008469081367366016,0.0005671028629876673,0.00115478434599936,0.997431218624115,0.997431218624115,Moderate_Demented
Benchmark\Moderate_Demented\augmented_115_moderate_45.jpg,Moderate_Demented,0.000929454923607409,0.0007218768587335944,0.0007618967792950571,0.997586727142334,0.997586727142334,Moderate_Demented
Benchmark\Mild_Demented\augmented_193_mild_11.jpg,Mild_Demented,0.001029485953040421,0.004688142798841,0.9924831986427307,0.0017991851782426238,0.9924831986427307,Mild_Demented
Benchmark\Moderate_Demented\augmented_16_moderate_18.jpg,Moderate_Demented,0.0007316606352105737,0.00048490805784240365,0.0009168589604087174,0.9978665709495544,0.9978665709495544,Moderate_Demented
Benchmark\Mild_Demented\augmented_46_mild_457.jpg,Mild_Demented,0.0017814160091802478,0.002220870926976204,0.9932142496109009,0.002783482428640127,0.9932142496109009,Mild_Demented
Benchmark\Very_Mild_Demented\verymild_2195.jpg,Very_Mild_Demented,0.006592798512428999,0.988642156124115,0.002436903305351734,0.002328187692910433,0.988642156124115,Very_Mild_Demented
Benchmark\Non_Demented\non_1968.jpg,Non_Demented,0.9937593936920166,0.0016695582307875156,0.0021273086313158274,0.002443853998556733,0.9937593936920166,Non_Demented
Benchmark\Very_Mild_Demented\verymild_1716.jpg,Very_Mild_Demented,0.004862790461629629,0.988878071308136,0.0024334124755114317,0.0038257145788520575,0.988878071308136,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_179_mild_714.jpg,Mild_Demented,0.0020083009731024504,0.0020526740700006485,0.9934664368629456,0.0024725559633225203,0.9934664368629456,Mild_Demented
Benchmark\Mild_Demented\augmented_25_mild_527.jpg,Mild_Demented,0.001900745090097189,0.009199176914989948,0.9877539277076721,0.0011461604153737426,0.9877539277076721,Mild_Demented
Benchmark\Mild_Demented\mild_312.jpg,Mild_Demented,0.0045491913333535194,0.003501301631331444,0.9898680448532104,0.0020813923329114914,0.9898680448532104,Mild_Demented
Benchmark\Mild_Demented\augmented_197_mild.jpg,Mild_Demented,0.0012064772890880704,0.005222672130912542,0.9915537238121033,0.002017069375142455,0.9915537238121033,Mild_Demented
Benchmark\Non_Demented\non_700.jpg,Non_Demented,0.9936243295669556,0.003252641065046191,0.0013347201747819781,0.0017882593674585223,0.9936243295669556,Non_Demented
Benchmark\Non_Demented\non_3186.jpg,Non_Demented,0.9935652613639832,0.0019430608954280615,0.0021018083207309246,0.002389915520325303,0.9935652613639832,Non_Demented
Benchmark\Very_Mild_Demented\verymild_1661.jpg,Very_Mild_Demented,0.0028391284868121147,0.9849759936332703,0.010866290889680386,0.001318569527938962,0.9849759936332703,Very_Mild_Demented
Benchmark\Non_Demented\non_2029.jpg,Non_Demented,0.993297278881073,0.001518845558166504,0.0026139351539313793,0.0025699406396597624,0.993297278881073,Non_Demented
Benchmark\Non_Demented\non_2295.jpg,Non_Demented,0.9812818765640259,0.0058020432479679585,0.01129960734397173,0.0016165553824976087,0.9812818765640259,Non_Demented
Benchmark\Non_Demented\non_2820.jpg,Non_Demented,0.9881865382194519,0.009317561984062195,0.0008308212854899466,0.0016650602919980884,0.9881865382194519,Non_Demented
Benchmark\Non_Demented\non_1221.jpg,Non_Demented,0.9859756827354431,0.009700235910713673,0.0027703826781362295,0.0015537430299445987,0.9859756827354431,Non_Demented
Benchmark\Very_Mild_Demented\verymild_1269.jpg,Very_Mild_Demented,0.009723730385303497,0.9859188795089722,0.002424829173833132,0.0019326111068949103,0.9859188795089722,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_170_mild_19.jpg,Mild_Demented,0.0013416215078905225,0.002858715830370784,0.9921848177909851,0.003614758374169469,0.9921848177909851,Mild_Demented
Benchmark\Non_Demented\non_2341.jpg,Non_Demented,0.9928956627845764,0.003208020469173789,0.0014991146745160222,0.002397219417616725,0.9928956627845764,Non_Demented
Benchmark\Mild_Demented\augmented_6_mild_450.jpg,Mild_Demented,0.0021734235342592,0.001906497636809945,0.9931158423423767,0.002804278628900647,0.9931158423423767,Mild_Demented
Benchmark\Moderate_Demented\augmented_27_moderate_60.jpg,Moderate_Demented,0.0007295553223229945,0.0008447757572866976,0.0006181938224472106,0.9978075623512268,0.9978075623512268,Moderate_Demented
Benchmark\Moderate_Demented\augmented_61_moderate_20.jpg,Moderate_Demented,0.0005315340822562575,0.0006943070911802351,0.0021272089798003435,0.9966469407081604,0.9966469407081604,Moderate_Demented
Benchmark\Mild_Demented\augmented_33_mild_626.jpg,Mild_Demented,0.006541979964822531,0.27551859617233276,0.7162069082260132,0.0017325298395007849,0.7162069082260132,Mild_Demented
Benchmark\Moderate_Demented\augmented_41_moderate_48.jpg,Moderate_Demented,0.000671135145239532,0.0007853926508687437,0.0007726674666628242,0.9977709054946899,0.9977709054946899,Moderate_Demented
Benchmark\Non_Demented\non_1300.jpg,Non_Demented,0.7526701092720032,0.23754993081092834,0.0042877402156591415,0.005492239259183407,0.7526701092720032,Non_Demented
Benchmark\Mild_Demented\augmented_249_mild_576.jpg,Mild_Demented,0.0016728476621210575,0.0036510382778942585,0.9934276938438416,0.0012482906458899379,0.9934276938438416,Mild_Demented
Benchmark\Very_Mild_Demented\verymild_189.jpg,Very_Mild_Demented,0.0058426763862371445,0.9890128374099731,0.002529889577999711,0.0026146452873945236,0.9890128374099731,Very_Mild_Demented
Benchmark\Moderate_Demented\augmented_211_moderate_50.jpg,Moderate_Demented,0.002386940410360694,0.07431600987911224,0.006970618385821581,0.9163264632225037,0.9163264632225037,Moderate_Demented
Benchmark\Mild_Demented\augmented_35_mild_547.jpg,Mild_Demented,0.0013571035815402865,0.005022399593144655,0.9921820759773254,0.0014384140959009528,0.9921820759773254,Mild_Demented
Benchmark\Non_Demented\non_674.jpg,Non_Demented,0.9935331344604492,0.00224973913282156,0.001959162764251232,0.0022578993812203407,0.9935331344604492,Non_Demented
Benchmark\Non_Demented\non_1034.jpg,Non_Demented,0.4433106482028961,0.5487204790115356,0.003928580321371555,0.004040315747261047,0.5487204790115356,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_1733.jpg,Very_Mild_Demented,0.003749363124370575,0.9918678402900696,0.0025243491400033236,0.001858485396951437,0.9918678402900696,Very_Mild_Demented
